player,best_over_odds,best_under_odds,best_point,game 1,game 2,game 3,game 4,game 5,game 6,game 7,game 8,game 9,game 10,average,projection,recent_form,edge,Category,AI_Projection,AI_Edge
Jamal Shead,-130.0,100.0,8.5,11.0,8.0,8.0,12.0,5.0,0.0,6.0,6.0,9.0,2.0,6.7,7.6,-7.166666666666667,-1.7999999999999998,Unknown,7.361600000000006,-1.1383999999999936
Jared Rhoden,-130.0,100.0,8.5,13.0,14.0,4.0,0.0,0.0,0.0,0.0,4.0,,,4.38,6.4399999999999995,-7.166666666666667,-4.12,Unknown,6.68640000000001,-1.8135999999999903
Jaylen Brown,-125.0,-105.0,26.5,31.0,18.0,22.0,37.0,24.0,24.0,20.0,12.0,25.0,16.0,22.9,24.7,-67.83333333333333,-3.6000000000000014,Unknown,24.25249999999999,-2.2475000000000094
Jaylen Wells,-125.0,-105.0,11.5,9.0,5.0,3.0,12.0,18.0,3.0,19.0,14.0,7.0,17.0,10.7,11.1,-72.83333333333333,-0.8000000000000007,Unknown,11.110000000000007,-0.38999999999999346
Jayson Tatum,-120.0,-110.0,27.5,40.0,35.0,16.0,46.0,27.0,19.0,25.0,15.0,32.0,33.0,28.8,28.15,-67.5,1.3000000000000007,Unknown,27.28800000000004,-0.21199999999996066
Jerami Grant,-132.0,100.0,13.5,25.0,4.0,15.0,20.0,8.0,3.0,14.0,12.0,20.0,14.0,13.5,13.5,-6.166666666666667,0.0,Unknown,13.104999999999993,-0.3950000000000067
Jimmy Butler,-143.0,108.0,20.5,26.0,25.0,19.0,13.0,5.0,6.0,18.0,17.0,19.0,21.0,16.9,18.7,-4.833333333333333,-3.6000000000000014,Unknown,18.827500000000015,-1.6724999999999852
Jonas Valanciunas,-120.0,-110.0,12.5,9.0,15.0,19.0,14.0,15.0,15.0,6.0,6.0,4.0,5.0,10.8,11.65,-72.5,-1.6999999999999993,Unknown,11.532999999999998,-0.9670000000000023
Jordan Poole,-141.0,-102.0,22.5,34.0,24.0,26.0,16.0,11.0,42.0,16.0,21.0,45.0,19.0,25.4,23.95,-73.5,2.8999999999999986,Unknown,24.07950000000001,1.5795000000000101
Josh Giddey,-141.0,106.0,18.5,26.0,19.0,18.0,19.0,21.0,25.0,24.0,27.0,17.0,11.0,20.7,19.6,-5.5,2.1999999999999993,Unknown,19.861499999999992,1.3614999999999924
Josh Green,-130.0,-105.0,5.5,0.0,3.0,2.0,13.0,7.0,6.0,3.0,4.0,19.0,4.0,6.1,5.8,-76.5,0.5999999999999996,Unknown,5.789500000000003,0.289500000000003
Josh Hart,-143.0,-105.0,14.5,14.0,18.0,2.0,14.0,12.0,7.0,20.0,18.0,30.0,17.0,15.2,14.85,-77.83333333333333,0.6999999999999993,Unknown,14.698499999999989,0.19849999999998857
Jrue Holiday,-110.0,-120.0,11.5,7.0,4.0,14.0,8.0,6.0,9.0,4.0,6.0,8.0,17.0,8.3,9.9,-72.83333333333333,-3.1999999999999993,Unknown,9.883049999999985,-1.6169500000000152
Karl-Anthony Towns,-155.0,-109.0,26.5,23.0,12.0,19.0,11.0,24.0,23.0,32.0,44.0,40.0,9.0,23.7,25.1,-79.16666666666667,-2.8000000000000007,Unknown,24.99849999999997,-1.5015000000000285
Keegan Murray,-125.0,-105.0,11.5,15.0,19.0,6.0,18.0,13.0,26.0,10.0,13.0,13.0,6.0,13.9,12.7,-72.83333333333333,2.4000000000000004,Unknown,12.870500000000016,1.3705000000000158
Kel'el Ware,-139.0,100.0,9.5,7.0,12.0,8.0,12.0,8.0,12.0,4.0,17.0,7.0,8.0,9.5,9.5,-9.833333333333334,0.0,Unknown,9.468,-0.03200000000000003
Kentavious Caldwell-Pope,-150.0,110.0,8.5,9.0,19.0,12.0,12.0,0.0,9.0,5.0,9.0,6.0,2.0,8.3,8.4,-10.5,-0.1999999999999993,Unknown,8.435499999999989,-0.06450000000001133
Keon Johnson,-152.0,112.0,11.5,1.0,12.0,8.0,10.0,10.0,16.0,9.0,11.0,16.0,6.0,9.9,10.7,-9.5,-1.5999999999999996,Unknown,10.53050000000001,-0.9694999999999894
Kevin Durant,-139.0,104.0,26.5,21.0,29.0,34.0,26.0,17.0,28.0,26.0,15.0,27.0,22.0,24.5,25.5,-2.8333333333333335,-2.0,Unknown,25.345499999999998,-1.1545000000000023
Keyonte George,-143.0,107.0,18.5,25.0,18.0,12.0,28.0,5.0,11.0,21.0,30.0,20.0,13.0,18.3,18.4,-5.833333333333333,-0.1999999999999993,Unknown,18.395500000000023,-0.10449999999997672
Klay Thompson,-148.0,108.0,18.5,26.0,15.0,28.0,3.0,16.0,18.0,22.0,11.0,12.0,17.0,16.8,17.65,-7.166666666666667,-1.6999999999999993,Unknown,17.77300000000002,-0.726999999999979
Kyle Filipowski,-122.0,-109.0,11.5,25.0,17.0,23.0,25.0,12.0,11.0,9.0,20.0,8.0,12.0,16.2,13.85,-73.16666666666667,4.699999999999999,Unknown,14.06199999999999,2.5619999999999905
Kyshawn George,-160.0,100.0,10.5,5.0,23.0,10.0,8.0,7.0,12.0,9.0,4.0,14.0,11.0,10.3,10.4,-16.5,-0.1999999999999993,Unknown,10.375999999999985,-0.12400000000001477
LaMelo Ball,-167.0,100.0,23.5,13.0,28.0,25.0,20.0,13.0,5.0,27.0,5.0,24.0,7.0,16.7,20.1,-14.5,-6.800000000000001,Unknown,19.761999999999986,-3.7380000000000138
Luguentz Dort,-130.0,-103.0,8.5,6.0,3.0,11.0,9.0,20.0,3.0,5.0,4.0,6.0,14.0,8.1,8.3,-74.83333333333333,-0.4000000000000003,Unknown,8.390499999999998,-0.10950000000000237
Luka Doncic,-150.0,-103.0,30.5,34.0,32.0,30.0,29.0,31.0,21.0,19.0,32.0,14.0,16.0,25.8,28.15,-74.16666666666667,-4.699999999999999,Unknown,26.775999999999996,-3.7240000000000038
Malik Monk,-130.0,100.0,17.5,13.0,16.0,13.0,13.0,13.0,24.0,17.0,17.0,13.0,21.0,16.0,16.75,-4.166666666666667,-1.5,Unknown,16.5525,-0.9475000000000016
Mark Williams,-143.0,100.0,13.5,12.0,12.0,24.0,26.0,12.0,10.0,10.0,6.0,23.0,20.0,15.5,14.5,-9.833333333333334,2.0,Unknown,14.372,0.8719999999999999
Matas Buzelis,-165.0,-112.0,14.5,13.0,11.0,17.0,18.0,10.0,5.0,17.0,15.0,5.0,11.0,12.2,13.35,-87.5,-2.3000000000000007,Unknown,12.981999999999994,-1.518000000000006
Max Christie,-130.0,100.0,14.5,12.0,8.0,13.0,10.0,5.0,8.0,10.0,2.0,16.0,19.0,10.3,12.4,-5.166666666666667,-4.199999999999999,Unknown,11.814,-2.686
Mikal Bridges,-139.0,104.0,18.5,22.0,6.0,15.0,5.0,15.0,28.0,14.0,14.0,13.0,11.0,14.3,16.4,-5.5,-4.199999999999999,Unknown,16.116500000000013,-2.3834999999999873
Miles Bridges,-137.0,104.0,23.5,26.0,46.0,23.0,35.0,18.0,20.0,9.0,23.0,17.0,36.0,25.3,24.4,-3.1666666666666665,1.8000000000000007,Unknown,24.260500000000025,0.7605000000000253
Miles McBride,-135.0,100.0,12.5,7.0,0.0,6.0,12.0,17.0,6.0,2.0,5.0,23.0,0.0,7.8,10.15,-7.5,-4.7,Unknown,9.797049999999986,-2.7029500000000137
Moses Moody,-150.0,104.0,11.5,12.0,10.0,9.0,5.0,10.0,10.0,13.0,14.0,22.0,10.0,11.5,11.5,-11.5,0.0,Unknown,11.383,-0.11700000000000088
Mouhamed Gueye,-115.0,-115.0,7.5,6.0,4.0,15.0,2.0,5.0,9.0,2.0,2.0,2.0,9.0,5.6,6.55,-74.16666666666667,-1.9000000000000004,Unknown,6.506999999999998,-0.9930000000000021
Myles Turner,-155.0,-103.0,16.5,14.0,17.0,16.0,16.0,22.0,18.0,23.0,17.0,17.0,0.0,16.0,16.25,-80.5,-0.5,Unknown,16.136499999999998,-0.36350000000000193
Nick Richards,-139.0,-102.0,9.5,14.0,18.0,16.0,4.0,19.0,10.0,6.0,10.0,15.0,3.0,11.5,10.5,-77.16666666666667,2.0,Unknown,10.504500000000002,1.004500000000002
Nikola Jokic,-136.0,102.0,25.5,24.0,31.0,22.0,20.0,23.0,32.0,18.0,12.0,29.0,26.0,23.7,24.6,-2.8333333333333335,-1.8000000000000007,Unknown,24.58149999999999,-0.9185000000000088
Nikola Vucevic,-132.0,100.0,16.5,16.0,21.0,21.0,8.0,10.0,10.0,12.0,20.0,21.0,6.0,14.5,15.5,-5.166666666666667,-2.0,Unknown,15.718000000000002,-0.7819999999999983
OG Anunoby,-128.0,-104.0,16.5,11.0,20.0,29.0,23.0,19.0,16.0,10.0,5.0,13.0,23.0,16.9,16.7,-71.83333333333333,0.3999999999999986,Unknown,17.023000000000014,0.5230000000000139
Onyeka Okongwu,-167.0,-107.0,15.5,16.0,20.0,6.0,16.0,23.0,13.0,17.0,16.0,11.0,21.0,15.9,15.7,-86.16666666666667,0.4000000000000003,Unknown,15.461500000000012,-0.03849999999998843
Orlando Robinson,-143.0,100.0,8.5,7.0,7.0,2.0,6.0,12.0,8.0,4.0,10.0,9.0,6.0,7.1,7.8,-11.5,-1.4000000000000004,Unknown,7.421400000000003,-1.0785999999999971
P.J. Washington,-167.0,-105.0,15.5,4.0,0.0,17.0,24.0,6.0,22.0,25.0,19.0,17.0,22.0,15.6,15.55,-85.5,0.0999999999999996,Unknown,15.472500000000004,-0.027499999999996305
Paolo Banchero,-148.0,110.0,24.5,29.0,20.0,41.0,23.0,41.0,26.0,19.0,21.0,36.0,24.0,28.0,26.25,-4.5,3.5,Unknown,24.931500000000025,0.43150000000002464
Pascal Siakam,-132.0,-103.0,23.5,23.0,35.0,18.0,20.0,36.0,15.0,19.0,12.0,16.0,15.0,20.9,22.2,-70.5,-2.6000000000000014,Unknown,21.625499999999978,-1.8745000000000225
Precious Achiuwa,115.0,-150.0,6.5,9.0,8.0,3.0,7.0,0.0,7.0,11.0,26.0,9.0,3.0,8.3,7.4,-9.5,1.8000000000000007,Unknown,7.574999999999992,1.0749999999999922
Scottie Barnes,-132.0,100.0,20.5,18.0,22.0,17.0,10.0,24.0,21.0,20.0,13.0,16.0,33.0,19.4,19.95,-3.8333333333333335,-1.1000000000000014,Unknown,19.41399999999999,-1.0860000000000092
Shai Gilgeous-Alexander,-162.0,-104.0,33.5,40.0,41.0,51.0,31.0,31.0,27.0,39.0,37.0,21.0,24.0,34.2,33.85,-77.5,0.7000000000000028,Unknown,31.418999999999972,-2.081000000000028
Stephen Curry,-167.0,-102.0,28.5,32.0,40.0,28.0,21.0,29.0,56.0,15.0,30.0,20.0,27.0,29.8,29.15,-80.16666666666667,1.3000000000000007,Unknown,27.98900000000002,-0.5109999999999815
Tari Eason,-130.0,100.0,12.5,12.0,20.0,16.0,14.0,12.0,12.0,25.0,8.0,10.0,12.0,14.1,13.3,-5.833333333333333,1.5999999999999996,Unknown,13.349999999999989,0.849999999999989
Toumani Camara,-159.0,-115.0,11.5,7.0,7.0,12.0,11.0,19.0,19.0,11.0,8.0,20.0,19.0,13.3,12.4,-87.5,1.8000000000000007,Unknown,12.480500000000001,0.980500000000001
Trae Young,-150.0,-108.0,27.5,36.0,22.0,28.0,12.0,19.0,17.0,11.0,38.0,38.0,38.0,25.9,26.7,-76.83333333333333,-1.6000000000000014,Unknown,26.57399999999999,-0.926000000000009
Tre Jones,-157.0,-110.0,10.5,15.0,20.0,9.0,11.0,10.0,16.0,4.0,4.0,5.0,15.0,10.9,10.7,-85.5,0.4000000000000003,Unknown,10.62600000000001,0.1260000000000101
Tyler Herro,-159.0,-105.0,23.5,21.0,22.0,16.0,22.0,29.0,24.0,11.0,40.0,28.0,40.0,25.3,24.4,-80.16666666666667,1.8000000000000007,Unknown,24.199000000000026,0.6990000000000265
Tyrese Haliburton,-141.0,100.0,19.5,28.0,17.0,19.0,33.0,19.0,29.0,22.0,20.0,16.0,19.0,22.2,20.85,-7.166666666666667,2.6999999999999993,Unknown,21.229999999999976,1.7299999999999756
Tyrese Maxey,-120.0,-110.0,23.5,5.0,5.0,30.0,13.0,31.0,16.0,5.0,39.0,27.0,31.0,20.2,21.85,-68.83333333333333,-3.3000000000000007,Unknown,21.49349999999997,-2.006500000000031
Walker Kessler,-132.0,100.0,12.5,18.0,14.0,9.0,25.0,11.0,4.0,16.0,13.0,19.0,15.0,14.4,13.45,-6.5,1.9000000000000004,Unknown,13.482500000000016,0.9825000000000159
Zaccharie Risacher,-130.0,-103.0,12.5,6.0,11.0,7.0,27.0,12.0,11.0,2.0,19.0,11.0,16.0,12.2,12.35,-73.5,-0.3000000000000007,Unknown,12.344999999999994,-0.15500000000000647
Zach Edey,-143.0,100.0,9.5,6.0,8.0,6.0,15.0,17.0,10.0,8.0,6.0,2.0,5.0,8.3,8.9,-11.166666666666666,-1.1999999999999993,Unknown,8.933499999999986,-0.5665000000000138
Zach LaVine,-125.0,-105.0,22.5,30.0,36.0,20.0,22.0,20.0,22.0,42.0,13.0,32.0,23.0,26.0,24.25,-69.16666666666667,3.5,Unknown,24.169000000000004,1.669000000000004
